rank,score,title,namespace,assembly,url
568,186,ExternalServiceOptions Class,Autodesk.Revit.DB.ExternalService,RevitAPI,https://www.revitapidocs.com/2024/80467d42-3f13-de3e-cd06-bf3b43afefe0.htm
569,186,ExtensibleStorageFilter Class,Autodesk.Revit.DB.ExtensibleStorage,RevitAPI,https://www.revitapidocs.com/2024/81cb1798-3dbe-658b-5a04-d97aa2cb4de9.htm
570,186,MultiSegmentGrid Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8488ef7c-7669-26a7-8088-dd78e96850de.htm
571,186,PointOnEdgeEdgeIntersection Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/858ddd4d-3e40-2faa-ee40-553399d29005.htm
572,186,FaceArray Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8606c5c3-46fc-f66c-06a8-84fb35c56743.htm
573,186,BuiltInFailures.GridChainSketchFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8840595e-9443-cb55-bfab-882395cb6aa8.htm
574,186,PointOnFace Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8a2f99dc-4905-8be7-0ddf-2bf52b438afd.htm
575,186,SlabEdge Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8c1ba09e-d1d0-b1e4-bc2f-26ec4b6c5afa.htm
576,186,FormatValueOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8d063304-e035-572f-6460-ffe1e453eb14.htm
577,186,SystemsAnalysisOptions Class,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/8d8fe6a8-d3f6-c4fd-99ac-3181ba0253d6.htm
578,186,ExportPatternKey Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8e55a491-0886-37f5-b867-e4eea95276eb.htm
579,186,WallSweep Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8edb03ef-dc10-04d8-d8ea-6342e4a2185b.htm
580,186,StructuralMaterialTypeFilter Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/8f1f6134-11dd-3c10-a4df-d11f30ee9ae8.htm
581,186,FileExportedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/8f668506-1f9b-0282-f6df-66428891ad3b.htm
582,186,IFCFileWriteOptions Class,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/93533cc5-3687-063d-a80e-d020e869623c.htm
583,186,AnalysisDisplayColorSettings Class,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/936b709f-0cf4-c5ab-bfa9-2f4e340f4037.htm
584,186,"AllRuleParametersApplicable Method (Document, ICollection(ElementId), ElementFilter)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/93e1ec59-4604-19cc-a010-246b918ddd8a.htm
585,186,LinePatternSegment Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/93ef103b-5ef6-054c-d5c5-8d2b5dc68b12.htm
586,186,SynchronizeWithCentralOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/96eaf3af-971d-da6d-a857-88d6e602ffd4.htm
587,186,FootPrintRoof Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/97eb52e6-5dfd-86b3-708d-aabcda389f4a.htm
588,186,FamilySymbolProfile Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9a0976ad-9366-4139-43f1-95e9f3918622.htm
589,186,BuiltInFailures.DimensionFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9a53db23-f09e-8bb7-5574-abeb470b9db7.htm
590,186,IFCFileModelOptions Class,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/9cd09052-e2e2-84e3-c500-9b492ad8d78b.htm
591,186,TriOrQuadFacet Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9d1875be-5241-3381-2a56-674b2ee39d95.htm
592,186,FamilyThermalProperties Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9d9b2125-8398-9b55-8219-cbda4456ab7b.htm
593,186,LocationCurve Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9dd6eb99-f105-a05f-dc1b-dfde17b8768c.htm
594,186,IFCLevelInfo Class,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/9f287338-fe0c-383b-58be-39105d704a9f.htm
595,186,AnalysisDisplayLegendSettings Class,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/a0362ecb-2442-6371-7e89-7a9ba66a0466.htm
596,186,LayoutRuleFixedDistance Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a2910330-3b62-58d3-0f1a-e322ec4fb32c.htm
597,186,LinePattern Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a2de5c67-d9be-760b-638a-579500216874.htm
598,186,BuiltInFailures.CurtainWallFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a3d691c9-5f8f-29ca-cfad-fa1d1d66f203.htm
599,186,ExternalDefinition Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a3e84415-b88e-a8e0-4e11-64795d92da0e.htm
600,186,SpecTypeId.Reference Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a5674b4f-6ba6-dab9-d58e-448c5638620f.htm
601,186,CADLinkOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a5d5d78c-cc65-c7a5-0bc8-4413156a2114.htm
602,186,BuiltInFailures.CurveByPointFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a6890a33-cda5-aade-276f-67b90a9b167b.htm
603,186,DimensionType Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a6f6655d-3383-a0ea-670d-0bbe6d2bb964.htm
604,186,PolymeshFacet Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a7315aaf-631d-96af-368c-65f86b6c00ef.htm
605,186,IFCConnectedWallData Class,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/a76bcc95-1db6-3b5c-3ac4-583af15517b9.htm
606,186,SymbolicCurveArray Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a8ca9e0e-9838-96e4-5e6b-d5ffc11ea968.htm
607,186,Options Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/aa41fc13-9f81-836c-4271-82568ba5d7e8.htm
608,186,SolidOrShellTessellationControls Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ab0dd37a-7ed8-4874-2861-0f9a41da0235.htm
609,186,TableCellStyleOverrideOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ac17323d-f5cf-8a72-34e0-4632173daf52.htm
610,186,BRepBuilderEdgeGeometry Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b0051e1b-8b8b-f819-78c2-67053dd7a241.htm
611,186,WorksharingSaveAsOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b213ac5b-8453-abb7-9853-4861ce8b189f.htm
612,186,ReferencePoint Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b4b9baeb-2ec5-a2e1-1420-37f593d36aa4.htm
613,186,ReferenceArrayArray Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b50edc19-b437-2aab-bd03-5d1a0aed4164.htm
614,186,SaveOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b93277ab-dfb6-a3a3-cfd9-8cee29cee644.htm
615,186,CurveByPointsArrayIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b9e33d5d-c5f1-2feb-8533-e82977da7f35.htm
616,186,FaceSplitter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ba55587f-4f1e-7f4c-5b1c-864e10cab304.htm
617,186,FilterStringRuleEvaluator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ba8dad25-3f85-1fbb-a164-323c3750018c.htm
618,186,CeilingType Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/baf38810-8834-27b6-23fa-1a695daabe47.htm
619,186,IndexStreamLine Class,Autodesk.Revit.DB.DirectContext3D,RevitAPI,https://www.revitapidocs.com/2024/bc5f0c34-05dc-1957-13bd-f1199e12ba97.htm
620,186,ReferenceArray Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bc9192b5-6666-a8de-0128-87dae479fd6a.htm
621,186,ExportFontKey Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bd33456d-7898-f32c-312e-b94af14c0007.htm
622,186,DirectShapeOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/be2135fc-6e44-0557-3fed-c91306ec2084.htm
623,186,PointOnEdge Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bfd3b8e2-68d5-18e7-43e8-31798e962f10.htm
624,186,OpenOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c0004971-3810-eeb8-72bd-e116886ec3c8.htm
625,186,FailureHandlingOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c03bb2e5-f679-bf24-4e87-08b3c3a08385.htm
626,186,XYZ Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c2fd995c-95c0-58fb-f5de-f3246cbc5600.htm
627,186,BuiltInFailures.FaceSplitterFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c354be2c-4d56-3ed0-6977-3c5cf6972cdf.htm
628,186,ExportFontInfo Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c3dc100c-0e4d-419d-5cbd-1d59f149490c.htm
629,186,KeyBasedTreeEntriesLoadContent Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c612ce53-9774-8d74-28fc-5918c6491576.htm
630,186,ImageType Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c6213f81-8dc8-158e-0522-70f87e9bdbb9.htm
631,186,SymbolicCurve Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c6c3bde4-4aa9-1b08-cd71-2fad0613d276.htm
632,186,ExtrusionRoof Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c724b0cd-6135-e50c-0a14-932e7e55b860.htm
633,186,ModelCurveArray Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c7852e5b-0a34-771f-584f-3e9513bca50e.htm
634,186,ExporterIFC Class,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/c8697b81-e080-9202-14d3-ec883f951521.htm
635,186,FamilyPointLocation Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c91d861a-ee45-48a7-103a-7dd33cac54a9.htm
636,186,CurveArrArray Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c9d071fe-9724-42ed-e280-57381cd44301.htm
637,186,PointOnPlane Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ca9299cc-2931-1a63-cacb-a41f20baf7f1.htm
638,186,RoofBase Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cbb87773-3ac9-3afe-2bde-49a59a2740cc.htm
639,186,ReferenceArrayArrayIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cc8a1335-48c7-fcc0-2033-054120832c7f.htm
640,186,CurveArrArrayIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cdd6e636-1a16-2e4a-90db-ada0fcf0b074.htm
641,186,DirectShapeTypeOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ce6d1f15-bceb-5ad2-f3d1-d93f0447da44.htm
642,186,PanelScheduleTemplate Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/cf7e5cbb-7df4-ae55-8178-f449827b5752.htm
643,186,FabricationDimensionDefinition Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cfa213e3-6734-2321-4849-c6e159d77fd0.htm
644,186,ExternalResourceMatchOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d13299cb-1886-2efe-6d97-1e4f7b73043e.htm
645,186,PanelScheduleData Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/d24fcc19-3240-8f07-68ca-ce7b62f7aac3.htm
646,186,Reference Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d28155ae-817b-1f31-9c3f-c9c6a28acc0d.htm
647,186,AnalyticalModelSelector Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/d286b023-8822-10ad-6702-53c86a6c9e70.htm
648,186,ModelCurveArrArrayIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d4814afc-1580-c846-d69e-c1a02a211bcd.htm
649,186,PipeScheduleType Class,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/d580725f-60f3-034a-e358-d4ed8896d915.htm
650,186,PointCloudEngineRegistry Class,Autodesk.Revit.DB.PointClouds,RevitAPI,https://www.revitapidocs.com/2024/d5a45f31-3bc0-9eeb-53c1-fe0fce4d7f42.htm
651,186,LineSegment Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d67cd999-109a-9465-39d0-99bba3e775cf.htm
652,186,StructuralInstanceUsageFilter Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/d75dfb58-cf2f-1d33-20f1-add1cedad770.htm
653,186,BuiltInFailures.CurveFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d8139918-351e-f209-f2bd-439653322d56.htm
654,186,ModelCurveArrayIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d8180cb2-4880-7886-32e2-062342b7491e.htm
655,186,CopyPasteOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d8f58fd5-2106-7a88-6218-106a30415791.htm
656,186,CurveExtents Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d974db89-6e5c-d777-9d1f-08e2561feba5.htm
657,186,SketchedStairsCurveData Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/db3920d1-6efe-0ed4-f951-4d69c254cc6c.htm
658,186,WallFoundationType Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dc30ba94-ead6-e431-560c-65576cd44f63.htm
659,186,FamilySizeTableManager Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dc4bfffa-e529-49d5-6077-c1e03370cc6c.htm
660,186,LevelType Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dea94d1d-f327-c5f3-3597-09774189cb9b.htm
661,186,BuiltInFailures.ColumnInsideWallFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e0abe33f-94f2-752e-c8b0-a2f990b4f9be.htm
662,186,ExporterIFCUtils Class,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/e0e78d67-739c-0cd6-9e3d-359e42758c93.htm
663,186,FacetingUtils Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e32f9a9e-3f99-292d-7221-192bb21267fd.htm
664,186,FieldDomainPointsByXYZ Class,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/e3715e8d-786b-e04e-f03b-a1b9b1c86ba8.htm
665,186,ScheduleFieldId Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e437cc01-b976-fe8a-225a-1a0024171fae.htm
666,185,ContourSettingItem Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/00e30bf2-47ec-6c3b-93a0-32fb70b6bf9c.htm
667,185,LoadTypeBase Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/01b08561-f396-1475-6e90-05c2e9f41d48.htm
668,185,FilterStringContains Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0441350e-c091-9229-82b6-bba846bf0f16.htm
669,185,FilterStringLess Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0530fbf2-5176-ffb5-0726-718023394de2.htm
670,185,AssetPropertyFloat Class,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/06a74248-8273-987b-bd05-b59736b60372.htm
671,185,FamilyUtils Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/07b674a3-a910-29c6-8b6d-f67bab61c706.htm
672,185,WireConduitTypeSet Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/08d0cc98-554e-7f81-cb7c-f827d925de7d.htm
673,185,FilterStringBeginsWith Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/09866c64-9254-ec1a-bc83-fc105ffabc93.htm
674,185,LocationPoint Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0a36b1c4-f112-38f6-7b14-d572ea11584b.htm
675,185,LoadUsage Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/0b44bcfe-4c5e-85c2-adb5-aeb6ad097ee6.htm
676,185,LoadNature Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/0c83b295-7a01-105b-2ae7-29e6c37be32d.htm
677,185,HVACLoadSpaceType Class,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/0fcf26fe-8542-3dc7-b9e8-8c89eda1a48d.htm
678,185,PanelTypeSetIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/10b9c23c-34bf-d14f-be0d-93d50033262e.htm
679,185,TemperatureRatingTypeSetIterator Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/1164738d-a4b8-2868-492d-c34b63c94815.htm
680,185,FilterNumericEquals Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/13cab7f3-d15d-adfd-ff43-c69a4863a636.htm
681,185,FilterStringGreater Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/15cc98bf-4b9c-71cf-5414-f8e1d6908a5f.htm
682,185,FilterStringRule Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/166d75f9-1088-3275-2219-867c1142d8da.htm
683,185,InsulationTypeSetIterator Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/174aa468-68cd-64f7-bd6d-39a98501633c.htm
684,185,OverrideGraphicSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/eb2bd6b6-b7b2-5452-2070-2dbadb9e068a.htm
685,185,AreaLoadType Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/eb4b548c-059a-d0d7-2431-8203c29dfebd.htm
686,185,BackgroundSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/eb7238e2-39df-d7eb-48c6-edd7a38b2a0e.htm
687,185,WorksharingDisplaySettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ec25e291-6582-7e8c-f273-efc0c391bcc4.htm
688,185,GradientBackgroundSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/eccbccb0-a1ba-4319-2b2e-8f0e7343797f.htm
689,185,FilterStringEndsWith Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ee1100a1-4ae0-089a-4bec-fc0afbdf958b.htm
690,185,AlphanumericRevisionSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ee27c0eb-9f9b-b59c-728d-24b2654a2bc2.htm
691,185,AssetPropertyDoubleArray3d Class,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/f0623332-e4b1-3b6f-7247-8ee16a27251c.htm
692,185,MultipleValuesIndicationSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f23f984b-7cbf-54be-b2b9-a7069adaa339.htm
693,185,SkyBackgroundSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f41fa5bf-3973-9545-048e-c2870c29c636.htm
694,185,KeyBasedTreeEntriesLoadResults Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f5208754-8b50-cfff-f2ca-f31a0645fbd5.htm
695,185,ProjectLocationSet Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f61b39ab-704a-8981-419f-c2f64521f181.htm
696,185,LinkLoadResult Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f846bfb0-b047-9332-567f-75ae880d8359.htm
697,185,ColorBackgroundSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f879a275-8244-d98a-50c6-2142fdcca188.htm
698,185,LayoutRuleMaximumSpacing Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f9b60a91-9095-9035-e5a9-e05b6c631caf.htm
699,185,MEPBuildingConstructionSet Class,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/fbe2c9fe-89ea-fc75-e418-cebc452ca1dd.htm
700,185,PointCloudFilterFactory Class,Autodesk.Revit.DB.PointClouds,RevitAPI,https://www.revitapidocs.com/2024/fcbc90c3-0a9d-7522-e483-cad73468d698.htm
701,185,FilterNumericLess Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fcdb6568-9715-4292-e903-c73c0b54dd67.htm
702,185,CitySetIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fe078250-71c4-6a19-ac0d-6d674b86fac9.htm
703,185,SpaceSet Class,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/ff608354-dee5-99f7-fca3-d8b20ff5733d.htm
704,185,MEPBuildingConstructionSetIterator Class,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/1c1d2aad-c8ff-1e00-5c78-bc4affed0cac.htm
705,185,StructuralSettings Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/1d1b89be-c2ae-ca39-01ce-f5b01178fb1e.htm
706,185,AssetPropertyDoubleArray4d Class,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/1fe933ae-e881-273a-fb8b-c4a7d9e66bc0.htm
707,185,ConnectorSetIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/211f670f-72c3-6b6b-24dd-1a784f80a338.htm
708,185,FilterDoubleRule Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/221576be-5e81-8802-5487-671f58c6cd8c.htm
709,185,WireMaterialTypeSetIterator Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/222339c6-d45c-ca08-433e-fe327b17ac47.htm
710,185,AreaTagFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/23cb7fbc-e93c-e3ea-54ca-e17a82d4116c.htm
711,185,RoomTagFilter Class,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/24dc181b-f767-f32d-7ae4-2c41ff1ceba9.htm
712,185,ContourSetting Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/273ba072-c140-14c8-3000-24bac8337dd2.htm
713,185,AreaBasedLoadType Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/2800f280-409f-083d-5b57-127a19344de9.htm
714,185,ModuleSettings Class,Autodesk.Revit.DB.Macros,RevitAPIMacros,https://www.revitapidocs.com/2024/2a0c5aed-a80e-6c91-0525-ad8d42d613a6.htm
715,185,LoadCase Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/2a215599-9c4c-d817-e170-605fd705699d.htm
716,185,CorrectionFactorSet Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/2a56bd02-5b0a-4455-8193-6b6384d42835.htm
717,185,PointCloudFilterUtils Class,Autodesk.Revit.DB.PointClouds,RevitAPI,https://www.revitapidocs.com/2024/2ca2eed9-b0f6-9d44-7645-eba0ac184578.htm
718,185,AnalysisDisplayDeformedShapeSettings Class,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/2d0041c8-1cb8-354f-678f-5719797c76fc.htm
719,185,Subelement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2d15bb45-70af-5f84-e899-322742591251.htm
720,185,PipeSettings Class,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/2de0109b-0d0d-a0fe-2adf-6edec8bc1a06.htm
721,185,AnalysisDisplayVectorSettings Class,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/2e74462f-4216-f6eb-d560-87a1b103e87e.htm
722,185,GeomCombinationSetIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2f5bbf46-374a-447c-73e2-91c0eb283e91.htm
723,185,PhaseFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3236c80e-48be-f657-951f-70490a43f065.htm
724,185,Mirror Class,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/33b7a72f-3540-6c87-02aa-84699737f431.htm
725,185,WireSizeSetIterator Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/358e6e15-6854-6fcd-43a3-8861bbb76178.htm
726,185,BuiltInFailures.ImportFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/37a5e9d1-ffe4-363f-2033-1cabbf5634aa.htm
